gemeente,totaal_inwoners,totaal_mannen,totaal_vrouwen,totaal_0_15,totaal_15_25,totaal_25_45,totaal_45_65,totaal_65_plus,gemiddelde_woz,pct_eengezinswoning,totaal_koopwoningen,totaal_huurwoningen,gemiddeld_inkomen,totaal_laag_inkomen,totaal_bedrijfsvestigingen,gemiddelde_stedelijkheid
's-Gravenhage                           ,1574302.0,779217.0,794810.0,276087.0,191586.0,479045.0,403919.0,224010.0,239.90666666666667,26.980392156862745,6905.0,7880.0,30.279605263157883,1759.8000000000006,146155.0,1.440251572327044
's-Hertogenbosch                        ,456985.0,225631.0,231144.0,73592.0,52724.0,123128.0,129100.0,78101.0,256.247311827957,70.89423076923077,5918.0,4242.0,27.657575757575746,705.7999999999998,47480.0,3.115702479338843
Aa en Hunze                             ,76006.0,37963.0,38183.0,10562.0,7533.0,13003.0,25252.0,18786.0,247.75,96.15873015873017,5042.0,1214.0,27.049999999999994,193.3,6495.0,4.972972972972973
Aalburg                                 ,39162.0,19805.0,19307.0,7557.0,5255.0,9016.0,10734.0,6555.0,263.57894736842104,94.4090909090909,1695.0,501.0,24.636842105263156,59.099999999999994,4535.0,4.913043478260869
Aalsmeer                                ,94088.0,46521.0,47552.0,17631.0,10479.0,21696.0,27294.0,17158.0,324.2307692307692,81.84615384615384,854.0,417.0,30.246153846153845,48.7,10310.0,4.0
Aalten                                  ,81097.0,40840.0,40232.0,13309.0,8818.0,16856.0,24724.0,17120.0,,84.02941176470588,2686.0,681.0,22.903125,98.19999999999999,6230.0,4.5588235294117645
Achtkarspelen                           ,83643.0,42525.0,41103.0,15307.0,9819.0,19184.0,23651.0,15587.0,189.88,94.17857142857143,2063.0,702.0,20.676,133.59999999999997,6875.0,4.892857142857143
Alblasserdam                            ,59948.0,29364.0,30534.0,11868.0,7468.0,13994.0,15235.0,11638.0,217.96153846153845,73.0,1775.0,1019.0,24.788888888888884,135.9,4910.0,2.9444444444444446
Albrandswaard                           ,75255.0,37295.0,37910.0,14058.0,8004.0,17681.0,23210.0,12372.0,271.3478260869565,86.76666666666667,2151.0,808.0,32.63846153846154,87.70000000000002,5885.0,3.911764705882353
Alkmaar                                 ,324973.0,160829.0,163989.0,52232.0,35958.0,85436.0,93077.0,59225.0,209.1,68.51351351351352,4646.0,2665.0,26.538028169014087,470.8999999999999,28205.0,2.5714285714285716
Almelo                                  ,217354.0,108415.0,108859.0,36518.0,25650.0,52599.0,61049.0,40848.0,166.44155844155844,76.32051282051282,4396.0,3356.0,21.94743589743589,794.2999999999997,14840.0,2.814814814814815
Almere                                  ,602684.0,298963.0,303646.0,116575.0,78790.0,166500.0,178106.0,62463.0,214.6346153846154,72.36538461538461,3368.0,1816.0,26.675000000000004,421.2,45860.0,3.1666666666666665
Alphen-Chaam                            ,30198.0,15391.0,14837.0,4685.0,3403.0,5999.0,9774.0,6467.0,361.2,93.26666666666667,1180.0,296.0,30.56666666666667,55.50000000000001,3480.0,5.0
Alphen aan den Rijn                     ,326505.0,162269.0,164006.0,56118.0,38397.0,80207.0,93559.0,58954.0,243.86868686868686,74.12962962962963,7263.0,3458.0,27.50693069306931,458.2,28235.0,3.1025641025641026
Ameland                                 ,10888.0,5389.0,5494.0,1840.0,958.0,2526.0,3087.0,2442.0,231.5,80.625,530.0,216.0,22.46666666666667,28.300000000000004,1585.0,5.0
Amersfoort                              ,462672.0,227523.0,234819.0,89187.0,54451.0,126123.0,129295.0,65616.0,252.42068965517242,62.880503144654085,9199.0,6530.0,28.95503355704698,996.5000000000002,41245.0,2.1818181818181817
Amstelveen                              ,267744.0,128109.0,139525.0,46864.0,31682.0,68921.0,69865.0,50957.0,319.77777777777777,54.86666666666667,2935.0,2844.0,34.87931034482758,319.99999999999994,23385.0,2.032258064516129
Amsterdam                               ,2533577.0,1253127.0,1279285.0,380859.0,328363.0,897484.0,622696.0,308170.0,316.24116424116426,18.002012072434606,16354.0,32773.0,31.112676056338028,6201.899999999995,354475.0,1.5008695652173913
Apeldoorn                               ,480022.0,238371.0,241571.0,77642.0,54168.0,111581.0,139336.0,96360.0,257.5,81.38613861386139,6408.0,3570.0,26.956842105263163,500.69999999999993,37500.0,3.419642857142857
Appingedam                              ,35906.0,17397.0,18504.0,5406.0,3700.0,7573.0,10655.0,8537.0,152.5,81.5,507.0,286.0,23.7375,52.6,1740.0,3.875
Arnhem                                  ,466979.0,233032.0,233862.0,76071.0,60970.0,138119.0,122699.0,68180.0,196.12745098039215,51.00952380952381,4686.0,5640.0,25.33333333333333,1320.5000000000002,39025.0,2.1296296296296298
Assen                                   ,202531.0,99978.0,102423.0,34798.0,22344.0,47647.0,58869.0,37848.0,193.93827160493828,74.83333333333333,6118.0,3119.0,25.645238095238092,591.4999999999999,12705.0,3.408333333333333
Asten                                   ,50104.0,25784.0,24300.0,7794.0,5955.0,10724.0,15165.0,10416.0,355.61538461538464,95.82352941176471,1374.0,316.0,25.91333333333333,51.7,5285.0,4.588235294117647
Baarle-Nassau                           ,19952.0,10126.0,9811.0,2744.0,1798.0,4093.0,6006.0,5276.0,265.25,91.0909090909091,850.0,245.0,25.419999999999998,37.9,2585.0,4.818181818181818
Baarn                                   ,73529.0,35463.0,38006.0,11902.0,7319.0,15497.0,22314.0,16797.0,357.4,67.26923076923077,1554.0,911.0,34.43600000000001,122.5,8725.0,3.185185185185185
Barendrecht                             ,144894.0,71410.0,73284.0,28264.0,17621.0,32500.0,43569.0,23460.0,254.546875,78.88059701492537,4625.0,2055.0,29.62153846153847,238.70000000000005,13385.0,2.755813953488372
Barneveld                               ,169081.0,84101.0,84905.0,36371.0,23621.0,39851.0,41883.0,26810.0,301.9622641509434,82.6,3784.0,1578.0,24.707272727272724,203.4,18595.0,4.155172413793103
Bedum                                   ,31424.0,15721.0,15698.0,5156.0,3611.0,6581.0,9573.0,6478.0,186.57142857142858,93.7,789.0,206.0,24.34444444444445,32.5,2110.0,4.7
Beek                                    ,47826.0,23387.0,24429.0,5967.0,5110.0,9627.0,15535.0,11577.0,222.6,87.7,781.0,210.0,27.229999999999997,32.1,4390.0,4.545454545454546
Beemster                                ,27585.0,13725.0,13850.0,4547.0,3152.0,5763.0,8612.0,5596.0,375.5,94.07692307692308,1066.0,223.0,31.761538461538464,40.400000000000006,3390.0,4.538461538461538
Beesel                                  ,40200.0,20278.0,19887.0,6037.0,4256.0,8307.0,12876.0,8679.0,207.0,93.54545454545455,846.0,249.0,25.3875,25.6,2600.0,4.636363636363637
Bellingwedde                            ,26724.0,13579.0,13135.0,3427.0,2505.0,4751.0,8777.0,7159.0,171.05555555555554,96.1923076923077,2030.0,542.0,23.049999999999997,88.79999999999998,2110.0,5.0
Berg en Dal                             ,104379.0,51998.0,52486.0,14728.0,11795.0,20378.0,33408.0,24445.0,249.7,81.64444444444445,2971.0,1490.0,28.079999999999995,240.9,7940.0,4.5636363636363635
Bergeijk                                ,55067.0,28069.0,27053.0,8460.0,6661.0,11339.0,17112.0,11700.0,320.6,87.63636363636364,1810.0,355.0,27.64761904761904,63.4,6140.0,4.863636363636363
Bergen (L.)                             ,39235.0,19562.0,19643.0,5488.0,4420.0,7450.0,13154.0,8663.0,231.85714285714286,95.28571428571429,1593.0,503.0,24.93809523809524,89.39999999999999,3025.0,4.916666666666667
Bergen (NH.)                            ,89439.0,43070.0,46289.0,11449.0,9258.0,13177.0,28345.0,27495.0,410.219512195122,72.79545454545455,2896.0,1304.0,33.924390243902444,196.3,9885.0,4.045454545454546
Bergen op Zoom                          ,198384.0,98135.0,100159.0,30046.0,22091.0,45685.0,59811.0,40661.0,,78.55813953488372,2804.0,1476.0,26.182499999999997,258.4999999999999,14375.0,2.9555555555555557
Berkelland                              ,132783.0,66754.0,66129.0,20452.0,14918.0,25423.0,41316.0,31019.0,250.40540540540542,76.71428571428571,3170.0,967.0,24.121951219512194,136.79999999999998,11535.0,4.642857142857143
Bernheze                                ,90873.0,45888.0,45095.0,15265.0,11435.0,19466.0,27210.0,17972.0,,90.86666666666666,4413.0,1526.0,26.04166666666667,232.70000000000002,8975.0,4.133333333333334
Best                                    ,87505.0,43808.0,43672.0,14351.0,10716.0,18818.0,27697.0,15858.0,301.375,82.29411764705883,1247.0,443.0,30.393749999999997,67.19999999999999,7520.0,3.263157894736842
Beuningen                               ,76229.0,38052.0,38137.0,11755.0,8703.0,16475.0,25393.0,13648.0,239.94444444444446,90.16279069767442,3191.0,1082.0,27.5375,165.2,6165.0,3.9791666666666665
Beverwijk                               ,122044.0,60872.0,61067.0,20236.0,13813.0,32296.0,34435.0,21604.0,190.70731707317074,63.09090909090909,2551.0,1827.0,25.416279069767434,291.20000000000005,10690.0,1.875
Binnenmaas                              ,87272.0,43209.0,43958.0,14145.0,8785.0,18996.0,25998.0,19443.0,259.4848484848485,90.3953488372093,3362.0,928.0,31.651351351351355,80.0,7640.0,4.583333333333333
Bladel                                  ,60223.0,30572.0,29696.0,9625.0,7060.0,13225.0,18113.0,12370.0,310.2857142857143,88.42105263157895,1505.0,373.0,26.431578947368422,61.199999999999996,6130.0,4.714285714285714
Blaricum                                ,30591.0,14873.0,15703.0,5157.0,2773.0,5729.0,8957.0,8015.0,622.8333333333334,86.33333333333333,409.0,189.0,48.63333333333333,24.7,3960.0,3.9
Bloemendaal                             ,68431.0,32910.0,35461.0,12162.0,7307.0,10283.0,20946.0,17918.0,550.0,69.0,1789.0,997.0,44.434615384615384,134.7,7885.0,3.7142857142857144
Bodegraven-Reeuwijk                     ,101288.0,50816.0,50597.0,18516.0,12476.0,22259.0,28709.0,19653.0,336.59375,90.0,3502.0,841.0,30.905263157894726,99.10000000000001,11210.0,4.297872340425532
Boekel                                  ,31224.0,15956.0,15243.0,5371.0,4133.0,6912.0,9217.0,5561.0,283.0,91.0909090909091,879.0,194.0,23.963636363636365,44.7,3320.0,4.7272727272727275
Borger-Odoorn                           ,76195.0,38071.0,38229.0,10741.0,8054.0,14201.0,24746.0,17723.0,196.24242424242425,97.4074074074074,4345.0,1042.0,25.14473684210526,141.89999999999998,6625.0,4.983606557377049
Borne                                   ,68370.0,34221.0,34129.0,12056.0,7252.0,15543.0,19346.0,14028.0,245.72222222222223,90.94444444444444,1299.0,496.0,24.977777777777774,88.59999999999998,4965.0,3.7222222222222223
Borsele                                 ,67998.0,34326.0,33567.0,12024.0,7961.0,14828.0,20231.0,13034.0,226.42857142857142,96.30434782608695,3646.0,933.0,25.917777777777772,171.7,6150.0,4.9361702127659575
Boxmeer                                 ,86044.0,43324.0,42645.0,12755.0,10417.0,17078.0,27497.0,18172.0,271.2432432432432,90.925,3145.0,842.0,25.531578947368427,125.39999999999999,6675.0,4.619047619047619
Boxtel                                  ,91926.0,45657.0,46229.0,14975.0,10539.0,20944.0,26354.0,19049.0,334.6666666666667,87.33333333333333,1525.0,536.0,27.405,58.8,7885.0,4.333333333333333
Breda                                   ,546559.0,268519.0,277920.0,87306.0,75358.0,143315.0,143912.0,96468.0,280.4032258064516,67.8030303030303,4011.0,2551.0,29.052380952380947,453.5,51080.0,2.6911764705882355
Brielle                                 ,50463.0,24740.0,25668.0,7256.0,5499.0,11046.0,15826.0,10931.0,,85.0,1301.0,491.0,30.31176470588235,58.99999999999999,4175.0,4.3
Bronckhorst                             ,109315.0,54535.0,54880.0,16088.0,12402.0,18430.0,36152.0,26648.0,279.6,86.76470588235294,3775.0,1237.0,25.99148936170213,156.7,11605.0,4.9411764705882355
Brummen                                 ,62478.0,30802.0,31636.0,9042.0,7176.0,12012.0,19666.0,15067.0,292.5135135135135,89.8409090909091,3150.0,1184.0,27.949999999999992,133.29999999999998,5125.0,4.478260869565218
Brunssum                                ,84978.0,41528.0,43355.0,11129.0,8407.0,18169.0,27346.0,19767.0,141.53658536585365,70.51162790697674,2622.0,1595.0,22.809756097560975,273.79999999999995,4325.0,2.823529411764706
Bunnik                                  ,45451.0,22500.0,22931.0,8299.0,4693.0,9200.0,13602.0,9777.0,333.6666666666667,89.16666666666667,861.0,333.0,29.827272727272724,29.0,4890.0,4.583333333333333
Bunschoten                              ,63045.0,31458.0,31562.0,12470.0,8453.0,16610.0,15738.0,9879.0,273.2,82.91666666666667,875.0,308.0,24.850000000000005,39.2,6070.0,3.6666666666666665
Buren                                   ,78973.0,39572.0,39366.0,13143.0,9178.0,16635.0,25629.0,14913.0,304.675,93.12765957446808,3696.0,954.0,27.55909090909091,140.39999999999998,9290.0,5.0
Capelle aan den IJssel                  ,199106.0,96080.0,102881.0,32954.0,22977.0,48050.0,57564.0,37681.0,206.38888888888889,52.78082191780822,4088.0,3170.0,27.172222222222217,528.7999999999998,15285.0,1.9438202247191012
Castricum                               ,105596.0,51714.0,53837.0,15755.0,12606.0,19972.0,32063.0,25385.0,293.34615384615387,80.42857142857143,2141.0,653.0,30.492307692307694,100.1,9155.0,3.4285714285714284
Coevorden                               ,105791.0,52714.0,52997.0,16288.0,10984.0,21084.0,32841.0,23904.0,225.13333333333333,94.14492753623189,5650.0,1185.0,25.60892857142857,234.40000000000003,8785.0,4.8076923076923075
Cranendonck                             ,62076.0,31264.0,30862.0,9117.0,6839.0,13036.0,18922.0,13827.0,286.05555555555554,94.21739130434783,1884.0,380.0,27.113636363636363,55.699999999999996,5920.0,4.814814814814815
Cromstrijen                             ,38372.0,19015.0,19327.0,5701.0,4163.0,7724.0,12157.0,8647.0,269.09090909090907,89.0,934.0,260.0,31.16363636363636,24.999999999999996,3910.0,4.666666666666667
Cuijk                                   ,74131.0,36975.0,37221.0,11518.0,8645.0,16250.0,22454.0,14944.0,266.625,89.57692307692308,2031.0,548.0,26.504,77.89999999999999,5400.0,4.5
Culemborg                               ,83579.0,41576.0,41993.0,14625.0,9930.0,19195.0,25545.0,14364.0,216.44444444444446,75.4,619.0,363.0,26.26,61.599999999999994,7260.0,2.9
Dalfsen                                 ,84175.0,42610.0,41515.0,14795.0,9953.0,17468.0,24790.0,16809.0,289.9428571428571,87.7,2982.0,996.0,25.07027027027027,109.2,7645.0,4.675
Dantumadiel                             ,56867.0,28646.0,28251.0,9635.0,6938.0,11990.0,16587.0,11877.0,181.5,95.95238095238095,1641.0,435.0,20.58235294117647,74.8,3985.0,4.863636363636363
De Bilt                                 ,128209.0,61249.0,66910.0,21845.0,13736.0,24818.0,38018.0,30102.0,388.6842105263158,81.33333333333333,1603.0,738.0,32.92727272727273,90.79999999999997,13345.0,4.041666666666667
De Fryske Marren                        ,154980.0,78193.0,77002.0,26485.0,17432.0,32626.0,45716.0,33686.0,219.48235294117646,95.46551724137932,9042.0,2465.0,24.05773195876288,410.39999999999986,16330.0,4.786885245901639
De Marne                                ,30333.0,15370.0,15038.0,4623.0,2886.0,6035.0,9472.0,6907.0,144.56521739130434,96.81818181818181,2393.0,855.0,22.849999999999998,130.6,2855.0,5.0
Delft                                   ,303951.0,161750.0,141986.0,38569.0,60782.0,85961.0,72103.0,46721.0,189.2125,37.23529411764706,3404.0,5008.0,24.819753086419745,782.5999999999999,22965.0,1.5728155339805825
Delfzijl                                ,74860.0,37635.0,37190.0,10643.0,7806.0,15034.0,23354.0,17918.0,133.48,90.0,2084.0,700.0,22.932000000000002,146.20000000000002,4765.0,4.7
Den Helder                              ,167920.0,83095.0,84680.0,24881.0,18775.0,38354.0,50592.0,35798.0,155.58928571428572,73.53968253968254,3443.0,2721.0,24.418644067796613,507.9,8640.0,2.9324324324324325
Deurne                                  ,95748.0,48166.0,47537.0,14601.0,11721.0,20301.0,29631.0,19439.0,268.9130434782609,91.95652173913044,1685.0,578.0,25.082608695652173,96.1,9215.0,4.434782608695652
Deventer                                ,297795.0,147099.0,150621.0,50982.0,35262.0,76890.0,82755.0,51161.0,208.43243243243242,71.9620253164557,4664.0,3175.0,24.872727272727268,587.3999999999999,21700.0,2.9166666666666665
Diemen                                  ,81762.0,39696.0,42011.0,12373.0,13493.0,21560.0,21628.0,12888.0,237.36,55.03846153846154,1149.0,1358.0,25.592,211.39999999999998,6940.0,1.8620689655172413
Dinkelland                              ,78849.0,40337.0,38602.0,12972.0,10374.0,15867.0,23801.0,16280.0,266.85714285714283,87.44642857142857,4145.0,1287.0,24.662264150943404,154.0,7860.0,4.689655172413793
Doesburg                                ,34011.0,16629.0,17377.0,4793.0,3942.0,6719.0,10908.0,7754.0,184.375,82.77777777777777,475.0,421.0,23.08888888888889,71.3,2320.0,4.076923076923077
Doetinchem                              ,171113.0,84684.0,86344.0,27884.0,19583.0,39031.0,51373.0,34277.0,219.01492537313433,78.45238095238095,5869.0,2477.0,25.722972972972986,408.2000000000001,14235.0,3.831578947368421
Dongen                                  ,76494.0,38154.0,38305.0,11941.0,8667.0,17295.0,23085.0,15436.0,264.8125,90.76470588235294,1289.0,407.0,26.456249999999994,53.2,6435.0,3.95
Dongeradeel                             ,71651.0,35762.0,35784.0,12480.0,8411.0,15268.0,20371.0,14821.0,146.725,94.37704918032787,4707.0,1335.0,20.90444444444445,217.2,5600.0,4.75
Dordrecht                               ,355841.0,175704.0,179867.0,57652.0,42286.0,90093.0,101076.0,64919.0,174.05504587155963,59.88495575221239,6811.0,4375.0,25.689908256880727,932.3,26370.0,2.119718309859155
